id,age,gender,income,spending_score,membership_years,purchase_frequency,preferred_category,last_purchase_amount,Segment,Silhouette
769,19,Male,85583,61,5,43,Sports,316.35,3,0.04936010573968426
770,61,Male,32692,18,8,28,Groceries,709.33,0,0.2144870419799423
771,55,Other,53069,3,10,43,Clothing,777.97,0,0.13518605969833994
772,26,Female,79842,78,9,5,Clothing,557.41,3,0.11025521707873277
773,51,Female,70099,42,7,12,Groceries,481.56,0,0.018711333359498764
774,52,Male,52167,19,5,50,Home & Garden,961.55,0,0.18618291405610085
775,24,Male,51225,21,6,31,Sports,235.64,1,-0.0033425900705878176
776,31,Female,123947,25,2,39,Groceries,355.67,1,0.19230393696309864
777,19,Other,45781,93,6,43,Sports,412.99,3,0.20262950514343644
778,46,Female,78023,83,7,28,Sports,270.15,3,0.22023466473145045
779,56,Other,43031,56,2,15,Electronics,830.79,0,0.19088981242418435
780,65,Other,80686,2,8,30,Sports,491.8,0,0.06418443718930845
781,53,Male,147355,10,2,38,Home & Garden,866.3,2,0.024133346928040606
782,22,Male,118840,32,9,9,Electronics,819.14,2,0.05057909873276074
783,39,Other,71987,42,5,35,Clothing,196.61,1,-0.0007159741480411245
784,47,Other,64229,74,5,22,Groceries,438.95,3,0.22706506557833872
785,45,Female,88366,22,10,24,Electronics,253.64,1,0.12626844848100874
786,30,Male,43192,61,1,27,Sports,614.39,0,0.012652994530921002
787,57,Other,56547,65,10,43,Groceries,686.83,2,0.05383939083156236
788,33,Male,38558,71,8,22,Home & Garden,223.73,3,0.3101523363455865
789,25,Female,52575,77,5,13,Clothing,112.22,3,0.24041413812482956
790,61,Male,96409,66,1,32,Sports,674.93,2,0.01108394450379792
791,59,Female,97756,89,6,3,Home & Garden,318.74,3,0.11138800720229779
792,18,Other,140475,38,8,7,Sports,442.42,1,0.10126847078854721
793,63,Female,123481,26,1,26,Home & Garden,386.51,1,0.12873218033070863
794,50,Male,103921,58,2,3,Electronics,687.32,0,0.07452428596503835
795,33,Female,45432,11,4,42,Electronics,990.34,0,0.25531221458598635
796,47,Male,92114,17,7,8,Home & Garden,997.15,0,0.16672790245601563
797,47,Male,86651,54,3,49,Home & Garden,678.41,2,0.04425979219424641
798,68,Other,44597,3,1,36,Sports,743.73,0,0.2584893123065122
799,25,Male,107042,27,1,32,Clothing,648.79,0,0.013903721113533338
800,35,Other,114874,40,3,15,Sports,333.55,1,0.2291711734316274
801,61,Other,69791,33,8,1,Sports,165.39,1,0.011205793700350285
802,51,Male,107033,96,3,42,Groceries,992.17,2,0.2262101058425338
803,64,Male,127745,72,2,11,Groceries,192.17,1,0.11588846301328341
804,59,Female,58656,47,6,6,Groceries,246.07,3,0.09533845018355631
805,51,Female,97660,3,7,30,Sports,145.66,1,0.22593136439712233
806,49,Male,69864,92,10,25,Groceries,522.78,3,0.07799077160291597
807,24,Male,68172,6,1,28,Clothing,445.3,0,0.04441665031112417
808,33,Male,127302,43,1,40,Groceries,785.52,2,0.07806170652018747
809,46,Other,91845,35,8,49,Electronics,537.23,2,0.1097400799891094
810,35,Male,83547,27,7,40,Electronics,570.08,0,0.02166612816793834
811,27,Female,78001,50,5,17,Home & Garden,117.03,1,-0.01569654067262802
812,53,Other,76842,73,6,35,Home & Garden,701.61,2,0.10715344334405937
813,19,Male,68304,9,10,28,Sports,864.57,0,0.10191881830286767
814,56,Other,145028,2,10,32,Home & Garden,849.56,2,0.1143407307615764
815,53,Female,58486,87,8,23,Home & Garden,409.35,3,0.22529361076739743
816,50,Other,143612,71,9,28,Groceries,372.69,2,0.11719831715069433
817,37,Female,115734,87,2,50,Groceries,646.4,2,0.17605483102464967
818,69,Male,129445,32,3,6,Home & Garden,42.19,1,0.22362948875105793
819,46,Other,58692,2,9,22,Home & Garden,230.66,1,0.04140108027231747
820,52,Other,73723,69,10,19,Sports,321.92,3,0.15566198606670845
821,41,Other,37547,72,3,24,Groceries,897.46,0,0.0955712872254983
822,26,Female,34901,31,7,9,Groceries,667.8,0,0.09703050740188589
823,69,Male,85068,54,6,24,Sports,846.68,0,0.0033325617042096914
824,38,Female,81244,57,5,3,Home & Garden,301.59,3,0.05173799212638034
825,30,Female,121358,16,1,2,Electronics,122.7,1,0.21750998261814514
826,48,Male,111795,41,9,17,Groceries,116.19,1,0.16904171801995477
827,62,Other,88975,58,6,24,Sports,921.21,2,0.039435167613712636
828,34,Male,43316,72,7,13,Electronics,274.88,3,0.3020846501369204
829,37,Male,112949,33,8,40,Home & Garden,424.07,1,0.016249526669113463
830,28,Male,136418,17,5,17,Home & Garden,765.53,1,0.020181455414795314
831,43,Female,76811,26,1,33,Home & Garden,836.5,0,0.23840413370812236
832,69,Other,81964,22,1,3,Home & Garden,839.2,0,0.20701562541502214
833,43,Female,85487,71,7,49,Sports,625.26,2,0.1532042126089576
834,38,Male,101111,98,8,35,Clothing,738.01,2,0.2043437286419797
835,41,Female,68147,75,2,33,Groceries,553.35,3,0.0919924149897424
836,30,Other,42089,29,3,3,Home & Garden,536.52,0,0.1085379064779036
837,69,Female,106629,4,7,9,Groceries,443.22,1,0.039546421546315554
838,57,Male,98928,80,3,33,Electronics,934.98,2,0.14500582288945113
839,43,Male,90687,9,5,24,Sports,531.25,0,0.03451515415404713
840,58,Female,68764,96,6,31,Groceries,723.66,2,0.021839313205892854
841,40,Male,125996,64,6,15,Clothing,583.95,2,0.09954998673184605
842,33,Female,96916,23,6,12,Sports,373.49,1,0.1490728777965951
843,50,Other,149578,28,2,39,Home & Garden,839.34,2,0.10616047485744962
844,43,Male,140638,62,10,18,Home & Garden,78.52,1,0.1133546284641642
845,45,Female,57615,30,5,15,Electronics,998.09,0,0.2932763226155493
846,60,Other,61376,97,8,9,Electronics,793.84,3,0.04327248093041399
847,22,Male,134801,47,1,49,Groceries,292.92,1,0.10302855756247478
848,60,Other,111784,31,1,14,Clothing,122.12,1,0.21129769972166518
849,56,Female,86142,87,7,8,Sports,291.96,3,0.17624920207470493
850,48,Female,126398,19,1,18,Clothing,311.08,1,0.20272627979402402
851,51,Other,59566,25,5,22,Groceries,847.03,0,0.31158808540551886
852,64,Female,63123,88,1,16,Groceries,330.95,3,0.15287282474283198
853,22,Other,120644,75,1,4,Clothing,456.11,1,0.044678845403884615
854,27,Female,40595,84,6,15,Groceries,268.76,3,0.3192122489999192
855,18,Male,30102,35,2,6,Sports,739.27,0,0.12512182579698533
856,45,Other,135627,67,2,46,Groceries,524.16,2,0.10446353310266578
857,19,Female,90561,75,10,23,Home & Garden,866.23,2,0.12066542632734652
858,67,Male,115470,56,4,6,Clothing,151.74,1,0.1289630288346444
859,22,Male,62752,2,10,22,Electronics,469.36,0,0.02259980281543968
860,22,Male,46866,3,7,46,Electronics,737.44,0,0.17517916532161637
861,21,Other,145884,3,4,25,Home & Garden,676.93,1,0.09153035098322924
862,20,Male,79899,64,7,46,Clothing,129.9,3,0.08427503886252177
863,42,Other,77292,73,10,43,Groceries,787.66,2,0.1721586981182064
864,41,Male,92371,28,10,48,Electronics,594.96,2,0.11659644237679875
865,57,Other,106632,26,1,17,Groceries,610.98,0,0.05842296123623429
866,22,Male,48068,57,2,24,Electronics,683.02,0,0.04315614052913627
867,68,Other,35122,72,6,33,Sports,983.84,0,0.08724312033498881
868,51,Other,83467,83,1,19,Clothing,30.88,3,0.08517362434696861
869,49,Female,61376,47,5,16,Home & Garden,241.25,3,0.10251115560429451
870,57,Other,112212,6,6,44,Home & Garden,312.64,1,0.1612299230727054
871,57,Female,128481,86,10,40,Home & Garden,727.15,2,0.3080547618863055
872,63,Male,33546,18,9,31,Sports,191.8,3,0.018284931382293104
873,42,Female,127546,54,1,31,Clothing,484.72,1,0.05069275515779591
874,35,Male,121037,70,1,28,Groceries,304.08,1,0.10929150813576789
875,25,Female,76606,99,10,32,Home & Garden,472.4,3,0.07810516589925492
876,60,Other,120195,68,9,26,Sports,600.21,2,0.24261357220841168
877,51,Female,127950,27,3,45,Home & Garden,412.76,1,0.09750784987156995
878,45,Female,51646,61,5,41,Home & Garden,246.41,3,0.21485103499418973
879,51,Male,80995,68,1,18,Sports,863.54,0,0.1053380942760085
880,59,Other,97355,63,2,22,Groceries,329.18,1,0.03592224272270922
881,47,Female,133264,93,2,21,Groceries,11.01,1,0.06511901181932662
882,61,Male,49557,22,6,12,Clothing,678.13,0,0.242774733426746
883,62,Other,97909,100,1,5,Home & Garden,439.63,3,0.08142799621119688
884,50,Female,59695,70,5,6,Clothing,241.99,3,0.20898518959655096
885,58,Other,149723,70,9,23,Electronics,374.59,2,0.09670686212321074
886,26,Other,113532,70,7,28,Sports,679.69,2,0.2076694318220545
887,60,Male,98882,38,2,28,Groceries,940.14,0,0.10787301144568737
888,29,Male,149973,2,2,19,Groceries,437.1,1,0.18825014678145968
889,33,Other,146269,92,6,10,Sports,486.86,2,0.08616363823156077
890,60,Other,73059,77,3,31,Clothing,581.15,3,0.04266311891446261
891,22,Other,87909,19,7,39,Sports,20.52,1,0.15325936621602937
892,66,Other,40932,5,1,48,Sports,546.06,0,0.1800315279603378
893,24,Female,60763,92,5,29,Home & Garden,320.7,3,0.2767307109038873
894,63,Other,119492,25,8,40,Sports,758.1,2,0.13776959913793635
895,27,Male,128640,3,5,2,Home & Garden,140.52,1,0.24494189506191197
896,53,Male,137307,34,1,26,Sports,952.12,2,0.014549183940368277
897,32,Male,81701,96,9,49,Electronics,77.45,3,0.13814658291067514
898,64,Other,82140,57,3,7,Home & Garden,97.97,1,0.004830089044752242
899,48,Male,134463,32,2,7,Electronics,535.1,1,0.1120223487553139
900,52,Female,41544,1,10,46,Home & Garden,720.52,0,0.1515557940444732
901,57,Female,135440,46,8,3,Home & Garden,442.46,1,0.05503312998015068
902,55,Female,72193,39,2,6,Home & Garden,207.44,1,0.04367368884023323
903,33,Other,106771,23,7,3,Sports,609.8,1,0.016717180566669636
904,64,Female,122557,87,2,5,Groceries,344.59,1,0.024919659139980472
905,64,Male,139658,77,6,26,Sports,71.97,1,0.08014411174282932
906,25,Male,130604,100,4,41,Electronics,355.45,2,0.07726507464318877
907,62,Other,113706,19,1,13,Home & Garden,427.68,1,0.06560531163974548
908,59,Other,141567,27,8,30,Sports,95.96,1,0.19566427663164201
909,27,Female,89618,49,8,12,Groceries,831.05,0,-0.006919667131284479
910,55,Other,45562,68,3,30,Groceries,628.34,0,0.004615203275122158
911,66,Female,55154,93,3,19,Electronics,684.88,3,0.06106190870250765
912,54,Male,69676,9,7,30,Clothing,932.68,0,0.22059601048879654
913,38,Male,45551,100,10,22,Electronics,99.63,3,0.29809613888628933
914,55,Male,109314,72,10,47,Electronics,438.97,2,0.1783978479007543
915,18,Other,69502,83,6,32,Sports,236.83,3,0.21831523872418698
916,26,Male,131020,23,7,22,Groceries,844.88,2,0.08137152094953115
917,49,Other,30523,83,4,38,Electronics,564.48,3,0.14948314501267043
918,36,Female,45458,74,6,19,Groceries,135.23,3,0.3004342138459047
919,28,Other,57107,82,5,2,Home & Garden,271.17,3,0.23206237872592994
920,60,Other,44555,84,7,28,Electronics,678.42,3,0.1121991863860801
921,66,Male,122436,73,7,47,Home & Garden,666.62,2,0.2838065206344104
922,58,Male,105157,51,3,27,Clothing,344.39,1,0.12877224146273222
923,68,Male,107702,73,4,2,Sports,136.03,1,0.02849920043917808
924,20,Male,88778,56,2,28,Groceries,240.93,1,0.025014401158964274
925,53,Other,32539,22,6,42,Home & Garden,536.06,0,0.148701371911138
926,39,Female,53091,41,9,3,Groceries,12.45,3,0.08242985472812807
927,46,Other,46368,11,7,17,Home & Garden,869.05,0,0.3114796657979554
928,28,Male,134592,43,10,25,Clothing,557.04,2,0.07552190761116656
929,35,Male,48768,43,2,5,Electronics,746.74,0,0.16937967330147283
930,42,Other,128064,8,8,44,Groceries,316.5,1,0.13344730479962594
931,59,Male,48329,6,8,26,Home & Garden,36.76,1,0.05031788175518243
932,31,Other,30969,32,9,11,Sports,562.47,0,0.01622639936637255
933,18,Male,117893,84,3,24,Electronics,413.27,1,-0.006947874429554074
934,47,Male,138152,53,2,38,Groceries,129.08,1,0.1893794056949075
935,48,Other,129592,2,3,26,Clothing,748.46,0,0.031409237516564395
936,51,Male,148784,17,1,50,Home & Garden,302.81,1,0.13874551891083256
937,43,Female,42201,76,1,50,Home & Garden,106.48,3,0.1719943697557849
938,64,Other,65498,23,5,24,Clothing,351.94,0,0.05562787880070739
939,37,Male,70213,84,3,37,Home & Garden,785.53,2,0.032147849150464404
940,56,Female,51736,3,9,25,Home & Garden,666.01,0,0.22098940993398267
941,54,Male,33706,64,9,1,Clothing,371.93,3,0.1571611483858065
942,36,Male,33087,69,7,21,Sports,651.8,3,0.1159519534652668
943,54,Female,140081,100,1,25,Electronics,30.51,1,0.059344777745447955
944,47,Other,37014,76,5,34,Electronics,880.18,0,0.03995973119794889
945,65,Male,42779,81,5,38,Clothing,594.92,3,0.0908200208173211
946,59,Male,149936,80,7,37,Groceries,406.6,2,0.1692573168027657
947,60,Other,111493,40,10,8,Groceries,190.34,1,0.12060797842604619
948,21,Other,117520,34,3,32,Sports,256.98,1,0.22949650956763817
949,62,Other,128667,37,5,17,Sports,150.62,1,0.24721690358930504
950,45,Other,114390,38,3,9,Groceries,663.25,0,0.022334975481010547
951,41,Other,134487,7,10,50,Electronics,556.1,2,0.04150728621786903
952,29,Female,45164,54,8,45,Groceries,915.62,0,0.01856230006099099
953,51,Male,104830,43,9,36,Sports,593.92,2,0.1821571951260655
954,44,Male,123822,20,4,8,Electronics,209.75,1,0.2705837249145931
955,30,Male,50661,89,9,22,Sports,630.37,3,0.16194469101249262
956,60,Other,48802,68,1,40,Groceries,296.76,3,0.10772999942936003
957,60,Female,56429,69,9,32,Groceries,894.95,2,0.052291176316739574
958,26,Female,41126,37,9,44,Clothing,100.64,3,0.10919686095521391
959,38,Female,99054,59,6,4,Groceries,174.22,1,0.034189561847842574
960,61,Female,50349,76,9,42,Clothing,957.5,2,0.08068524768921165
961,23,Female,60808,96,2,12,Home & Garden,231.03,3,0.219667195777418
962,60,Male,98537,71,9,45,Groceries,725.67,2,0.2573954396532973
963,66,Female,72885,1,9,33,Groceries,654.48,0,0.13989586853846833
964,26,Other,109221,91,2,44,Sports,660.05,2,0.12373260799225302
965,49,Other,94218,4,10,5,Electronics,287.36,1,0.112179746065296
966,58,Other,133888,92,10,14,Home & Garden,628.3,2,0.2003653871259374
967,46,Female,67361,80,6,25,Sports,350.08,3,0.2656673061834061
968,23,Female,74773,16,2,42,Groceries,626.05,0,0.10550524626133054
969,61,Other,38209,79,8,40,Sports,724.23,3,0.042353740383402
970,68,Female,40471,28,3,33,Groceries,40.89,3,0.021650802783244723
971,58,Female,51913,14,4,21,Home & Garden,733.63,0,0.322463006561456
972,41,Male,120294,79,5,44,Clothing,942.03,2,0.30202769896905707
973,43,Male,130645,34,10,5,Groceries,833.69,2,0.10069096269848746
974,48,Other,75118,84,6,41,Electronics,711.37,2,0.10325000922911426
975,49,Female,79546,26,5,12,Home & Garden,935.73,0,0.24691798923760244
976,30,Male,54930,12,9,13,Electronics,724.88,0,0.18044753525901164
977,37,Male,100314,71,5,19,Groceries,692.74,2,0.11683994401251174
978,45,Female,91381,48,8,16,Sports,253.13,1,0.03795910994174666
979,66,Female,74055,100,6,17,Sports,318.7,3,0.17643905736412788
980,45,Female,135047,11,9,42,Clothing,422.93,1,0.04634010053945488
981,30,Male,117373,32,1,49,Home & Garden,129.35,1,0.20238507061967248
982,59,Other,87884,79,9,28,Groceries,491.55,2,0.04252595646038437
983,68,Female,117203,76,7,38,Electronics,363.94,2,0.13799071593519613
984,51,Other,91682,27,9,49,Electronics,990.87,2,0.08060490616859503
985,35,Other,82057,66,4,9,Sports,683.93,0,0.006208888096282839
986,66,Other,78149,2,10,9,Home & Garden,579.27,0,0.0877078813301742
987,22,Male,80049,1,10,47,Sports,16.97,1,0.11650098189762169
988,26,Male,148451,78,5,14,Groceries,99.19,1,0.13801565751862274
989,26,Male,45147,93,1,32,Home & Garden,750.58,3,0.07342896644142032
990,31,Other,45695,36,2,31,Electronics,864.67,0,0.24509311941571307
991,21,Other,80264,41,4,26,Sports,458.93,1,0.027317151067435843
992,53,Other,83578,97,5,50,Sports,917.08,2,0.1971262687529318
993,22,Female,125479,57,8,27,Home & Garden,139.75,1,0.13525401505524512
994,29,Female,64799,42,5,19,Electronics,967.26,0,0.19663551252892547
995,60,Male,71923,25,2,40,Clothing,986.97,0,0.20179407580189324
996,57,Male,112170,57,6,1,Clothing,313.64,1,0.09005021320942196
997,23,Other,65337,76,10,23,Groceries,632.83,3,0.07493871771638326
998,23,Male,113097,40,5,42,Sports,75.09,1,0.18330758135645234
999,22,Female,113695,63,7,44,Electronics,505.16,2,0.12888244912824948
1000,36,Female,90420,7,2,31,Groceries,669.26,0,0.12925268855975175
